Order ID,Order Date,Product ID,Product Category,Buyer Gender,Buyer Age,Order Location,International Shipping,Sales Price,Shipping Charges,Sales per Unit,Quantity,Total Sales,Rating,Review
159042,2024-09-16,BF1543,Clothing,Female,18,Liverpool,Yes,100,40,140,1,140,3,Had slight delays but the product was in good shape.
194033,2023-12-20,BF1554,Ornaments,Female,33,London,Yes,20,40,60,1,60,5,Great design is one of the major positives of this product.
126362,2024-01-29,BF1543,Clothing,Male,26,Cardiff,Yes,100,40,140,2,280,2,There is clear evidence of subpar detailing.
152479,2023-11-13,BF1545,Other,Male,18,London,Yes,10,40,50,1,50,4,The product was delivered quickly.
161251,2024-02-22,BF1551,Ornaments,Male,26,Pittsburgh,No,15,0,15,1,15,2,Waste of Money.
188147,2023-12-26,BF1552,Ornaments,Male,20,New York,No,45,0,45,1,45,3,The handling was questionable but incurred only minute damages.
161342,2024-04-19,BF1548,Clothing,Male,23,Mumbai,Yes,65,70,135,2,270,2,Never buying from here again.
174920,2024-01-08,BF1544,Other,Male,35,Portland,No,9,0,9,2,18,5,The product had excellent quality.
199394,2024-04-14,BF1548,Clothing,Male,29,Portland,No,65,0,65,4,260,4,Premium quality as usual.
180773,2023-12-24,BF1554,Ornaments,Male,29,New York,No,20,0,20,2,40,5,Lack of delivery delays is greatly appreciated.
160871,2024-02-25,BF1546,Clothing,Female,28,Cleveland,No,118,0,118,2,236,3,The handling was questionable but incurred only minute damages.
172375,2024-07-10,BF1548,Clothing,Male,30,New Delhi,Yes,65,70,135,1,135,4,Exquisite craftsmanship here is absolutely appreciated.
161371,2024-01-03,BF1548,Clothing,Male,25,Sydney,Yes,65,100,165,1,165,3,It was ok.
183958,2024-07-24,BF1545,Other,Female,24,Cleveland,No,10,0,10,2,20,4,Incredible detailing was clearly evident.
148991,2024-10-29,BF1547,Ornaments,Female,33,New York,No,32,0,32,1,32,4,Premium quality as usual.
165183,2024-06-27,BF1547,Ornaments,Female,19,New York,No,32,0,32,1,32,3,The handling was questionable but incurred only minute damages.
138528,2024-05-10,BF1550,Clothing,Male,21,Cardiff,Yes,97,40,137,4,548,4,Lack of delivery delays is greatly appreciated.
123693,2024-01-31,BF1548,Clothing,Female,35,San Francisco,No,65,0,65,1,65,4,The product was affordable here compared to other brands.
131928,2024-05-29,BF1554,Ornaments,Male,19,San Antonio,No,20,0,20,2,40,1,Never buying from here again.
156664,2024-09-08,BF1544,Other,Female,22,Cleveland,No,9,0,9,1,9,2,The promotion quality does not match the product
144846,2024-03-16,BF1552,Ornaments,Male,26,San Antonio,No,45,0,45,1,45,4,Incredible detailing was clearly evident.
122267,2024-01-10,BF1546,Clothing,Male,20,Austin,No,118,0,118,1,118,5,Discount deals was greatly appreciated.
125828,2024-03-09,BF1544,Other,Female,32,Portland,No,9,0,9,1,9,3,Nothing too special.
168585,2024-03-28,BF1543,Clothing,Male,30,New York,No,100,0,100,2,200,4,Lack of delivery delays is greatly appreciated.
176400,2024-06-11,BF1551,Ornaments,Male,26,Cleveland,No,15,0,15,4,60,5,Exquisite craftsmanship here is absolutely appreciated.
169427,2024-11-02,BF1546,Clothing,Male,19,Miami,No,118,0,118,1,118,4,Lack of delivery delays is greatly appreciated.
161058,2023-12-26,BF1544,Other,Female,20,Liverpool,Yes,9,40,49,2,98,4,Lack of delivery delays is greatly appreciated.
175000,2024-01-18,BF1544,Other,Male,26,Pittsburgh,No,9,0,9,1,9,5,The Product exhibits good design.
147492,2023-12-07,BF1552,Ornaments,Male,29,New York,No,45,0,45,2,90,4,Discount deals was greatly appreciated.
147267,2024-05-30,BF1545,Other,Male,27,Toronto,Yes,10,25,35,1,35,4,The delivery team handled the product with care.
195660,2024-07-09,BF1549,Clothing,Female,25,Sacramento,No,130,0,130,1,130,3,Nothing too special.
162143,2024-03-11,BF1548,Clothing,Male,34,London,Yes,65,40,105,1,105,1,The product had poor quality.
154653,2024-06-07,BF1550,Clothing,Male,25,Cleveland,No,97,0,97,1,97,5,Lack of delivery delays is greatly appreciated.
146053,2024-04-15,BF1551,Ornaments,Male,19,Mumbai,Yes,15,70,85,1,85,1,The product had an underwhelming design.
137912,2024-08-30,BF1544,Other,Female,25,Liverpool,Yes,9,40,49,1,49,4,The delivery team handled the product with care.
124760,2024-10-02,BF1543,Clothing,Female,33,Detroit,No,100,0,100,1,100,4,Lack of delivery delays is greatly appreciated.
184880,2023-12-06,BF1543,Clothing,Female,30,Paris,Yes,100,50,150,1,150,5,Lack of delivery delays is greatly appreciated.
161562,2024-01-10,BF1554,Ornaments,Female,29,Liverpool,Yes,20,40,60,1,60,4,Discount deals was greatly appreciated.
180333,2024-06-22,BF1548,Clothing,Male,19,Glasgow,Yes,65,40,105,3,315,3,Expected much better
179854,2024-03-23,BF1544,Other,Male,24,Memphis,No,9,0,9,5,45,4,Discount deals was greatly appreciated.
126791,2024-08-04,BF1553,Ornaments,Male,25,Sacramento,No,50,0,50,1,50,1,Clear delays in delivery.
148984,2024-01-05,BF1548,Clothing,Male,27,Paris,Yes,65,50,115,1,115,4,Discount deals was greatly appreciated.
120924,2024-06-17,BF1551,Ornaments,Male,20,Manchester,Yes,15,40,55,1,55,5,Incredible detailing was clearly evident.
180955,2023-11-27,BF1548,Clothing,Female,21,New Delhi,Yes,65,70,135,1,135,3,Had slight delays but the product was in good shape.
196929,2023-11-18,BF1548,Clothing,Male,30,Detroit,No,65,0,65,1,65,4,The product was delivered quickly.
170246,2024-01-13,BF1545,Other,Male,30,Miami,No,10,0,10,2,20,5,Discount deals was greatly appreciated.
158294,2024-07-23,BF1553,Ornaments,Female,20,Portland,No,50,0,50,1,50,5,Incredible detailing was clearly evident.
151393,2024-07-04,BF1553,Ornaments,Male,35,Sydney,Yes,50,100,150,1,150,5,Incredible detailing was clearly evident.
137496,2024-04-29,BF1548,Clothing,Female,35,Cardiff,Yes,65,40,105,1,105,5,The delivery team handled the product with care.
162975,2024-06-23,BF1547,Ornaments,Female,21,Sacramento,No,32,0,32,1,32,4,Great design is one of the major positives of this product.
145198,2023-12-13,BF1554,Ornaments,Female,35,New York,No,20,0,20,1,20,3,Not as expected.
177823,2024-02-06,BF1549,Clothing,Male,18,Cardiff,Yes,130,40,170,1,170,4,The product was affordable here compared to other brands.
139302,2024-02-06,BF1545,Other,Female,30,Portland,No,10,0,10,2,20,2,Low quality products are a usual here these days.
158759,2023-12-07,BF1548,Clothing,Female,29,San Francisco,No,65,0,65,2,130,4,Great design is one of the major positives of this product.
158957,2024-10-12,BF1543,Clothing,Male,24,Austin,No,100,0,100,1,100,3,Average product
188916,2024-06-12,BF1545,Other,Male,18,San Antonio,No,10,0,10,1,10,5,The product was affordable here compared to other brands.
143131,2024-03-27,BF1551,Ornaments,Female,22,Portland,No,15,0,15,3,45,2,The product is not as advertised.
191615,2024-03-16,BF1550,Clothing,Female,33,Sydney,Yes,97,100,197,1,197,4,Great design is one of the major positives of this product.
191914,2024-04-24,BF1546,Clothing,Female,24,San Antonio,No,118,0,118,1,118,1,The promotion quality does not match the product
177950,2024-08-20,BF1548,Clothing,Female,35,Sydney,Yes,65,100,165,1,165,4,The product had excellent quality.
197278,2024-04-04,BF1550,Clothing,Male,33,Las Vegas,No,97,0,97,1,97,2,The product is not as advertised.
153092,2023-11-07,BF1545,Other,Male,24,Dublin,Yes,10,40,50,4,200,1,Low quality products are a usual here these days.
133436,2023-12-25,BF1543,Clothing,Male,35,Cardiff,Yes,100,40,140,1,140,4,The delivery team handled the product with care.
134630,2023-11-10,BF1545,Other,Female,35,New Jersey,No,10,0,10,1,10,5,The product had excellent quality.
136677,2023-11-12,BF1551,Ornaments,Male,31,Detroit,No,15,0,15,1,15,4,Incredible detailing was clearly evident.
129765,2024-09-24,BF1544,Other,Female,19,San Antonio,No,9,0,9,1,9,5,Exquisite craftsmanship here is absolutely appreciated.
165436,2024-09-13,BF1544,Other,Male,32,Memphis,No,9,0,9,2,18,4,The product was affordable here compared to other brands.
182754,2024-07-17,BF1553,Ornaments,Male,35,New Delhi,Yes,50,70,120,1,120,3,Average product
144463,2024-04-21,BF1554,Ornaments,Female,28,New York,No,20,0,20,1,20,3,The handling was questionable but incurred only minute damages.
198619,2023-11-28,BF1550,Clothing,Male,21,Las Vegas,No,97,0,97,2,194,5,The product had excellent quality.
163699,2024-06-17,BF1543,Clothing,Female,29,Miami,No,100,0,100,1,100,3,Nothing too special.
160933,2024-02-25,BF1548,Clothing,Male,32,Liverpool,Yes,65,40,105,1,105,5,Lack of delivery delays is greatly appreciated.
181192,2023-12-27,BF1548,Clothing,Male,23,Cardiff,Yes,65,40,105,1,105,3,Nothing too special.
177435,2024-08-16,BF1551,Ornaments,Female,25,Sacramento,No,15,0,15,1,15,5,Incredible detailing was clearly evident.
129016,2024-03-02,BF1548,Clothing,Female,34,Cleveland,No,65,0,65,3,195,5,The product had excellent quality.
164497,2024-08-14,BF1548,Clothing,Male,31,Mumbai,Yes,65,70,135,1,135,5,Discount deals was greatly appreciated.
194001,2024-08-31,BF1551,Ornaments,Male,33,Memphis,No,15,0,15,3,45,4,Great design is one of the major positives of this product.
137449,2024-06-30,BF1550,Clothing,Male,30,London,Yes,97,40,137,1,137,1,The product had an underwhelming design.
196221,2024-07-20,BF1553,Ornaments,Male,34,Dublin,Yes,50,40,90,1,90,3,Average product
147018,2024-01-23,BF1551,Ornaments,Male,19,Dublin,Yes,15,40,55,1,55,4,The product was delivered quickly.
157057,2024-05-27,BF1548,Clothing,Male,26,Mumbai,Yes,65,70,135,1,135,3,Expected much better
154652,2024-09-11,BF1551,Ornaments,Female,34,Cleveland,No,15,0,15,4,60,4,Great design is one of the major positives of this product.
148015,2024-08-03,BF1548,Clothing,Male,20,New Jersey,No,65,0,65,1,65,4,The product had excellent quality.
148334,2024-05-24,BF1544,Other,Male,25,Sacramento,No,9,0,9,1,9,2,The product had poor quality.
158772,2024-03-16,BF1546,Clothing,Male,32,Manchester,Yes,118,40,158,4,632,4,Lack of delivery delays is greatly appreciated.
192419,2024-07-12,BF1551,Ornaments,Male,22,Sacramento,No,15,0,15,4,60,3,Average product
124705,2023-11-05,BF1555,Other,Female,35,New York,No,23,0,23,1,23,3,Had slight delays but the product was in good shape.
139699,2024-02-06,BF1548,Clothing,Male,34,Sacramento,No,65,0,65,5,325,3,Had slight delays but the product was in good shape.
178845,2024-05-24,BF1543,Clothing,Female,29,Detroit,No,100,0,100,5,500,5,The product was delivered quickly.
136132,2024-08-01,BF1548,Clothing,Female,30,Memphis,No,65,0,65,1,65,1,There is clear evidence of subpar detailing.
165812,2024-04-12,BF1554,Ornaments,Male,19,Sacramento,No,20,0,20,1,20,5,Incredible detailing was clearly evident.
122012,2023-11-17,BF1548,Clothing,Female,22,Las Vegas,No,65,0,65,3,195,5,Premium quality as usual.
182858,2024-02-21,BF1543,Clothing,Male,30,New Jersey,No,100,0,100,1,100,2,There is clear evidence of subpar detailing.
143374,2024-06-14,BF1548,Clothing,Male,26,San Antonio,No,65,0,65,1,65,1,"Unfortunately, the delivery was late."
143091,2024-10-12,BF1551,Ornaments,Female,22,New York,No,15,0,15,1,15,2,The product had poor quality.
148514,2024-04-16,BF1544,Other,Male,34,New York,No,9,0,9,2,18,5,The product had excellent quality.
143231,2023-11-28,BF1548,Clothing,Female,25,Portland,No,65,0,65,1,65,5,Exquisite craftsmanship here is absolutely appreciated.
159693,2024-08-19,BF1546,Clothing,Female,30,Glasgow,Yes,118,40,158,1,158,4,The product had excellent quality.
141086,2024-04-07,BF1543,Clothing,Male,32,Sydney,Yes,100,100,200,1,200,5,The delivery team handled the product with care.
179562,2024-08-05,BF1544,Other,Female,21,New Jersey,No,9,0,9,1,9,4,Great design is one of the major positives of this product.
191215,2024-07-01,BF1544,Other,Male,35,New Jersey,No,9,0,9,1,9,3,The handling was questionable but incurred only minute damages.
166252,2024-10-07,BF1551,Ornaments,Male,27,Sacramento,No,15,0,15,1,15,3,Had slight delays but the product was in good shape.
125856,2024-06-01,BF1547,Ornaments,Male,35,Miami,No,32,0,32,1,32,2,Careless handling by the delivery team.
193816,2024-07-03,BF1549,Clothing,Female,24,New Jersey,No,130,0,130,2,260,4,Lack of delivery delays is greatly appreciated.
136214,2024-03-26,BF1555,Other,Male,21,New Jersey,No,23,0,23,1,23,2,The product is not as advertised.
195850,2024-09-05,BF1552,Ornaments,Male,30,Las Vegas,No,45,0,45,1,45,2,Low quality products are a usual here these days.
132740,2024-05-06,BF1550,Clothing,Female,30,Sacramento,No,97,0,97,1,97,4,Incredible detailing was clearly evident.
157507,2024-01-31,BF1552,Ornaments,Male,28,Sacramento,No,45,0,45,1,45,3,The handling was questionable but incurred only minute damages.
130176,2024-04-11,BF1554,Ornaments,Female,28,Manchester,Yes,20,40,60,5,300,1,The product had poor quality.
183238,2024-09-04,BF1550,Clothing,Male,27,Portland,No,97,0,97,1,97,5,Lack of delivery delays is greatly appreciated.
121001,2023-12-25,BF1545,Other,Female,19,San Francisco,No,10,0,10,4,40,4,Incredible detailing was clearly evident.
194112,2024-10-23,BF1554,Ornaments,Male,30,Glasgow,Yes,20,40,60,2,120,2,Clear delays in delivery.
170213,2024-02-01,BF1546,Clothing,Male,25,London,Yes,118,40,158,1,158,5,The Product exhibits good design.
157153,2024-06-16,BF1553,Ornaments,Male,28,Montreal,Yes,50,25,75,5,375,1,The product is not as advertised.
181524,2024-09-12,BF1545,Other,Male,30,Pittsburgh,No,10,0,10,2,20,4,Premium quality as usual.
164732,2024-09-09,BF1554,Ornaments,Male,31,New Delhi,Yes,20,70,90,1,90,4,Premium quality as usual.
133409,2024-09-21,BF1554,Ornaments,Male,23,Portland,No,20,0,20,2,40,4,The product was delivered quickly.
158241,2023-12-28,BF1543,Clothing,Male,25,Dublin,Yes,100,40,140,1,140,1,Clear delays in delivery.
195750,2023-12-26,BF1546,Clothing,Male,22,Mumbai,Yes,118,70,188,1,188,1,Never buying from here again.
168947,2023-11-06,BF1551,Ornaments,Male,23,Paris,Yes,15,50,65,1,65,4,The product was affordable here compared to other brands.
143492,2024-09-30,BF1554,Ornaments,Male,22,New Jersey,No,20,0,20,1,20,4,Incredible detailing was clearly evident.
151691,2023-11-17,BF1543,Clothing,Male,32,Portland,No,100,0,100,1,100,3,Had slight delays but the product was in good shape.
170016,2024-04-15,BF1543,Clothing,Male,34,Pittsburgh,No,100,0,100,1,100,4,The product had excellent quality.
135688,2024-11-01,BF1548,Clothing,Female,18,New Delhi,Yes,65,70,135,1,135,4,The product was delivered quickly.
181021,2024-08-31,BF1548,Clothing,Female,35,Memphis,No,65,0,65,1,65,3,Had slight delays but the product was in good shape.
165910,2024-01-05,BF1553,Ornaments,Male,33,Pittsburgh,No,50,0,50,1,50,5,The product had excellent quality.
160491,2024-03-22,BF1549,Clothing,Male,25,New York,No,130,0,130,1,130,5,Great design is one of the major positives of this product.
136952,2024-08-29,BF1548,Clothing,Male,18,Toronto,Yes,65,25,90,3,270,1,Waste of Money.
138436,2024-10-17,BF1548,Clothing,Female,18,Detroit,No,65,0,65,1,65,2,There is clear evidence of subpar detailing.
193619,2024-04-28,BF1549,Clothing,Male,18,New Jersey,No,130,0,130,1,130,3,The handling was questionable but incurred only minute damages.
199480,2024-08-01,BF1551,Ornaments,Male,34,New Jersey,No,15,0,15,2,30,4,Great design is one of the major positives of this product.
158301,2024-07-27,BF1554,Ornaments,Female,18,Dublin,Yes,20,40,60,2,120,5,Incredible detailing was clearly evident.
186401,2024-05-16,BF1550,Clothing,Male,35,Pittsburgh,No,97,0,97,1,97,3,The handling was questionable but incurred only minute damages.
198137,2024-10-11,BF1545,Other,Male,24,New Jersey,No,10,0,10,2,20,3,The handling was questionable but incurred only minute damages.
144564,2023-12-04,BF1555,Other,Male,33,Sacramento,No,23,0,23,1,23,3,The handling was questionable but incurred only minute damages.
175965,2024-07-16,BF1549,Clothing,Male,28,Portland,No,130,0,130,1,130,3,It was ok.
153935,2024-04-19,BF1544,Other,Female,27,Miami,No,9,0,9,4,36,5,The product was affordable here compared to other brands.
171940,2023-11-09,BF1543,Clothing,Male,28,Manchester,Yes,100,40,140,3,420,4,The product was affordable here compared to other brands.
174191,2024-04-08,BF1551,Ornaments,Male,31,New Jersey,No,15,0,15,3,45,4,The Product exhibits good design.
126756,2024-08-19,BF1548,Clothing,Male,33,Toronto,Yes,65,25,90,1,90,5,The product was delivered quickly.
153060,2024-07-23,BF1548,Clothing,Male,31,Cleveland,No,65,0,65,1,65,1,Low quality products are a usual here these days.
181653,2024-08-16,BF1548,Clothing,Male,29,Cardiff,Yes,65,40,105,1,105,4,The product was delivered quickly.
189933,2024-05-09,BF1554,Ornaments,Male,21,Mumbai,Yes,20,70,90,3,270,5,Discount deals was greatly appreciated.
145559,2023-11-07,BF1548,Clothing,Male,26,Montreal,Yes,65,25,90,2,180,4,Exquisite craftsmanship here is absolutely appreciated.
191542,2024-10-27,BF1549,Clothing,Male,28,New York,No,130,0,130,1,130,4,Discount deals was greatly appreciated.
141816,2024-10-22,BF1546,Clothing,Female,18,New Delhi,Yes,118,70,188,1,188,3,Nothing too special.
178872,2024-01-31,BF1552,Ornaments,Female,29,Toronto,Yes,45,25,70,1,70,4,The product was delivered quickly.
180487,2024-04-15,BF1544,Other,Male,32,San Antonio,No,9,0,9,1,9,5,The product was affordable here compared to other brands.
196844,2023-12-06,BF1548,Clothing,Male,26,Manchester,Yes,65,40,105,1,105,2,The promotion quality does not match the product
197530,2024-03-27,BF1548,Clothing,Male,26,Cardiff,Yes,65,40,105,1,105,5,The product was affordable here compared to other brands.
141548,2024-06-12,BF1544,Other,Female,28,Miami,No,9,0,9,1,9,5,Premium quality as usual.
151514,2024-11-03,BF1548,Clothing,Female,18,Montreal,Yes,65,25,90,1,90,5,Great design is one of the major positives of this product.
159788,2024-08-16,BF1544,Other,Female,31,Manchester,Yes,9,40,49,1,49,5,Great design is one of the major positives of this product.
171682,2024-11-04,BF1545,Other,Female,22,Sacramento,No,10,0,10,2,20,3,It was ok.
162314,2024-07-13,BF1550,Clothing,Female,25,New York,No,97,0,97,3,291,1,Careless handling by the delivery team.
126135,2023-11-21,BF1548,Clothing,Male,31,Austin,No,65,0,65,4,260,4,Discount deals was greatly appreciated.
141241,2023-12-16,BF1544,Other,Female,19,Manchester,Yes,9,40,49,1,49,3,Expected much better
134979,2024-06-25,BF1551,Ornaments,Female,22,San Antonio,No,15,0,15,1,15,5,The product was affordable here compared to other brands.
188503,2024-05-21,BF1550,Clothing,Male,30,Toronto,Yes,97,25,122,4,488,5,Exquisite craftsmanship here is absolutely appreciated.
190743,2024-07-09,BF1546,Clothing,Male,23,London,Yes,118,40,158,2,316,5,The Product exhibits good design.
156453,2024-03-23,BF1548,Clothing,Female,19,Liverpool,Yes,65,40,105,1,105,4,Lack of delivery delays is greatly appreciated.
192514,2023-12-22,BF1544,Other,Female,19,Cleveland,No,9,0,9,2,18,4,The product was delivered quickly.
187891,2024-04-23,BF1554,Ornaments,Male,18,Glasgow,Yes,20,40,60,1,60,1,Never buying from here again.
169695,2024-05-29,BF1548,Clothing,Male,20,Memphis,No,65,0,65,1,65,3,The handling was questionable but incurred only minute damages.
161804,2024-01-20,BF1546,Clothing,Male,31,Memphis,No,118,0,118,5,590,2,"Unfortunately, the delivery was late."
175779,2024-07-30,BF1547,Ornaments,Male,22,Portland,No,32,0,32,3,96,1,"Unfortunately, the delivery was late."
187319,2024-02-09,BF1543,Clothing,Male,29,Manchester,Yes,100,40,140,1,140,4,Premium quality as usual.
135944,2023-11-19,BF1550,Clothing,Male,30,Memphis,No,97,0,97,4,388,1,The product had an underwhelming design.
136255,2024-09-26,BF1551,Ornaments,Male,27,Detroit,No,15,0,15,3,45,3,It was ok.
128847,2024-07-06,BF1548,Clothing,Male,32,Portland,No,65,0,65,2,130,4,The Product exhibits good design.
176012,2024-09-28,BF1543,Clothing,Female,30,Mumbai,Yes,100,70,170,1,170,5,Great design is one of the major positives of this product.
165229,2024-06-10,BF1550,Clothing,Male,19,Sacramento,No,97,0,97,1,97,5,Lack of delivery delays is greatly appreciated.
155732,2023-11-14,BF1548,Clothing,Male,33,Toronto,Yes,65,25,90,4,360,2,Careless handling by the delivery team.
140596,2023-12-02,BF1547,Ornaments,Male,28,New Jersey,No,32,0,32,1,32,3,Not as expected.
162752,2024-02-24,BF1551,Ornaments,Male,21,Portland,No,15,0,15,1,15,3,Nothing too special.
137983,2024-02-10,BF1548,Clothing,Male,23,Portland,No,65,0,65,1,65,4,The product was delivered quickly.
152975,2024-07-12,BF1553,Ornaments,Male,18,Glasgow,Yes,50,40,90,3,270,4,Incredible detailing was clearly evident.
139907,2024-06-13,BF1549,Clothing,Female,26,Cleveland,No,130,0,130,2,260,1,Clear delays in delivery.
138676,2024-05-18,BF1550,Clothing,Male,20,Memphis,No,97,0,97,1,97,5,Incredible detailing was clearly evident.
140069,2024-02-09,BF1550,Clothing,Male,24,Toronto,Yes,97,25,122,1,122,5,Great design is one of the major positives of this product.
199810,2024-06-30,BF1551,Ornaments,Male,35,Miami,No,15,0,15,1,15,5,The delivery team handled the product with care.
188779,2024-09-20,BF1544,Other,Female,29,Glasgow,Yes,9,40,49,1,49,4,The product had excellent quality.
131830,2024-07-18,BF1545,Other,Female,23,Cleveland,No,10,0,10,1,10,1,The product had poor quality.
180931,2024-03-11,BF1545,Other,Female,31,Sacramento,No,10,0,10,1,10,5,Discount deals was greatly appreciated.
125658,2024-01-01,BF1548,Clothing,Male,32,Miami,No,65,0,65,3,195,1,There is clear evidence of subpar detailing.
168773,2023-12-28,BF1543,Clothing,Female,20,Sydney,Yes,100,100,200,2,400,4,Exquisite craftsmanship here is absolutely appreciated.
181695,2024-04-07,BF1555,Other,Female,30,San Antonio,No,23,0,23,1,23,3,The handling was questionable but incurred only minute damages.
185047,2024-05-20,BF1555,Other,Male,29,New Jersey,No,23,0,23,4,92,5,Great design is one of the major positives of this product.
147469,2024-01-22,BF1551,Ornaments,Female,35,Montreal,Yes,15,25,40,1,40,5,Discount deals was greatly appreciated.
180409,2024-08-14,BF1545,Other,Male,26,San Antonio,No,10,0,10,3,30,1,Waste of Money.
120804,2024-09-12,BF1543,Clothing,Male,29,Sacramento,No,100,0,100,1,100,2,The promotion quality does not match the product
123023,2023-12-30,BF1548,Clothing,Male,30,Cardiff,Yes,65,40,105,1,105,5,The product was affordable here compared to other brands.
148737,2024-03-03,BF1551,Ornaments,Male,29,Sacramento,No,15,0,15,1,15,4,The product was delivered quickly.
136188,2024-03-30,BF1544,Other,Male,30,Las Vegas,No,9,0,9,2,18,3,Expected much better
122156,2024-06-07,BF1544,Other,Male,18,Miami,No,9,0,9,2,18,2,"Unfortunately, the delivery was late."
124831,2024-05-18,BF1548,Clothing,Female,29,Detroit,No,65,0,65,1,65,4,The delivery team handled the product with care.
189179,2024-07-14,BF1545,Other,Male,24,Las Vegas,No,10,0,10,4,40,3,It was ok.
149305,2024-04-06,BF1551,Ornaments,Male,33,New Delhi,Yes,15,70,85,3,255,2,The product had an underwhelming design.
153266,2024-01-23,BF1552,Ornaments,Male,29,Miami,No,45,0,45,5,225,5,The Product exhibits good design.
171723,2023-11-07,BF1551,Ornaments,Female,31,Mumbai,Yes,15,70,85,1,85,5,Great design is one of the major positives of this product.
166004,2023-12-14,BF1545,Other,Male,20,New York,No,10,0,10,5,50,5,The product was delivered quickly.
129148,2024-08-29,BF1552,Ornaments,Male,21,Pittsburgh,No,45,0,45,1,45,3,Not as expected.
145325,2024-02-27,BF1550,Clothing,Male,27,New Jersey,No,97,0,97,1,97,4,The delivery team handled the product with care.
141610,2024-09-22,BF1545,Other,Female,31,Manchester,Yes,10,40,50,1,50,1,There is clear evidence of subpar detailing.
132662,2024-04-12,BF1553,Ornaments,Female,18,Montreal,Yes,50,25,75,3,225,3,Had slight delays but the product was in good shape.
176718,2024-06-14,BF1552,Ornaments,Female,35,Miami,No,45,0,45,1,45,1,The promotion quality does not match the product
129221,2024-04-03,BF1552,Ornaments,Male,20,Portland,No,45,0,45,2,90,1,Waste of Money.
192187,2024-09-06,BF1550,Clothing,Female,34,New York,No,97,0,97,1,97,2,The promotion quality does not match the product
163817,2024-05-17,BF1549,Clothing,Male,19,Sydney,Yes,130,100,230,1,230,4,The product was affordable here compared to other brands.
126535,2024-09-11,BF1543,Clothing,Female,24,San Francisco,No,100,0,100,3,300,1,Careless handling by the delivery team.
167199,2023-11-08,BF1551,Ornaments,Male,31,Glasgow,Yes,15,40,55,2,110,4,Discount deals was greatly appreciated.
161459,2024-02-22,BF1543,Clothing,Male,22,Pittsburgh,No,100,0,100,2,200,5,Great design is one of the major positives of this product.
164352,2024-02-25,BF1545,Other,Male,26,Sacramento,No,10,0,10,4,40,4,Great design is one of the major positives of this product.
174255,2024-10-12,BF1552,Ornaments,Female,20,Portland,No,45,0,45,1,45,5,Premium quality as usual.
122228,2024-01-31,BF1548,Clothing,Female,24,Dublin,Yes,65,40,105,1,105,4,The Product exhibits good design.
156991,2024-02-26,BF1546,Clothing,Male,34,Toronto,Yes,118,25,143,1,143,1,The product had poor quality.
175337,2024-02-13,BF1544,Other,Male,22,Miami,No,9,0,9,5,45,5,Incredible detailing was clearly evident.
123607,2024-09-29,BF1550,Clothing,Male,24,Portland,No,97,0,97,1,97,5,The delivery team handled the product with care.
144389,2024-05-18,BF1550,Clothing,Male,21,Memphis,No,97,0,97,1,97,2,Low quality products are a usual here these days.
136101,2024-01-01,BF1544,Other,Male,23,San Antonio,No,9,0,9,1,9,5,Lack of delivery delays is greatly appreciated.
189679,2024-01-02,BF1551,Ornaments,Male,26,San Antonio,No,15,0,15,2,30,2,The product had an underwhelming design.
142519,2024-08-01,BF1550,Clothing,Female,21,Pittsburgh,No,97,0,97,3,291,4,The product was affordable here compared to other brands.
162427,2024-07-25,BF1547,Ornaments,Female,30,Sacramento,No,32,0,32,1,32,1,Careless handling by the delivery team.
193804,2024-03-18,BF1553,Ornaments,Female,32,Cardiff,Yes,50,40,90,3,270,1,Low quality products are a usual here these days.
141632,2023-12-02,BF1548,Clothing,Male,20,Las Vegas,No,65,0,65,1,65,5,Incredible detailing was clearly evident.
123991,2023-12-31,BF1551,Ornaments,Male,24,Las Vegas,No,15,0,15,1,15,4,Discount deals was greatly appreciated.
130987,2024-01-11,BF1546,Clothing,Male,35,Memphis,No,118,0,118,3,354,1,Waste of Money.
153637,2024-09-11,BF1551,Ornaments,Male,26,Detroit,No,15,0,15,1,15,5,The delivery team handled the product with care.
131742,2023-12-08,BF1549,Clothing,Male,31,Cardiff,Yes,130,40,170,1,170,1,Low quality products are a usual here these days.
167565,2024-09-19,BF1543,Clothing,Female,19,Las Vegas,No,100,0,100,1,100,4,Great design is one of the major positives of this product.
167560,2024-06-07,BF1551,Ornaments,Male,24,Portland,No,15,0,15,2,30,2,Careless handling by the delivery team.
128243,2024-05-09,BF1544,Other,Male,18,Cleveland,No,9,0,9,1,9,5,Exquisite craftsmanship here is absolutely appreciated.
134620,2024-10-05,BF1551,Ornaments,Female,19,Mumbai,Yes,15,70,85,2,170,4,The Product exhibits good design.
177539,2024-03-26,BF1552,Ornaments,Female,20,Austin,No,45,0,45,2,90,1,The product had poor quality.
152963,2024-05-15,BF1548,Clothing,Female,35,Sacramento,No,65,0,65,1,65,3,Not as expected.
148282,2024-03-30,BF1552,Ornaments,Female,30,Sacramento,No,45,0,45,1,45,2,Clear delays in delivery.
161151,2024-05-07,BF1551,Ornaments,Male,21,San Antonio,No,15,0,15,3,45,5,The product was delivered quickly.
169363,2024-06-11,BF1554,Ornaments,Female,31,Sydney,Yes,20,100,120,1,120,5,Lack of delivery delays is greatly appreciated.
195014,2024-03-04,BF1550,Clothing,Male,23,Montreal,Yes,97,25,122,4,488,5,Discount deals was greatly appreciated.
